type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	rea_LOVE	rea_HAHA	rea_WOW	rea_SAD	rea_ANGRY	rea_THANKFUL
video	post_page_15704546335	15704546335_10156400458896336	https://www.facebook.com/FoxNews/videos/10156400458896336/	" Since [President Donald J. Trump] was elected  2.2 million jobs were created... We want that to continue.   On  FOX & Friends Weekend   Tammy Bruce discussed the political impact of the Alabama Senate race."	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/24286620_10156400462651336_2740518305436532736_n.jpg?_nc_cat=111&_nc_ht=scontent.xx&oh=4ed98980cf7e2ebb31555660e308aa6b&oe=5CB7B689	https://scontent.xx.fbcdn.net/v/t15.5256-10/24286620_10156400462651336_2740518305436532736_n.jpg?_nc_cat=111&_nc_ht=scontent.xx&oh=067ab2eaf1829d4d99ccffd3e22b314c&oe=5CFEF9C2	https://www.facebook.com/FoxNews/videos/10156400458896336/	facebook.com	2017-12-10T19:46:14+0000	1512935174	"2017-12-10 20:46:14"	3193	1201	3616	304	5121	301	79	13	5	25	0
video	post_page_15704546335	15704546335_10156394999921336	https://www.facebook.com/FoxNews/videos/10156394999921336/	" We re going to get  I think - this is a forecast - 4 percent growth next year.   On  FOX & Friends Weekend   Varney & Co. s Stuart Varney praised President Donald J. Trump s handling of the economy."	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/24540130_10156395005011336_3939858300455092224_n.jpg?_nc_cat=108&_nc_ht=scontent.xx&oh=19efa78b45c6d28e397b583986e8a048&oe=5CEC6911	https://scontent.xx.fbcdn.net/v/t15.5256-10/24540130_10156395005011336_3939858300455092224_n.jpg?_nc_cat=108&_nc_ht=scontent.xx&oh=0255932ecc0e6ee34e41bc304575f9d5&oe=5CF1CB5A	https://www.facebook.com/FoxNews/videos/10156394999921336/	facebook.com	2017-12-10T09:00:00+0000	1512896400	"2017-12-10 10:00:00"	5487	1248	6401	1041	8690	748	101	44	3	18	0
video	post_page_15704546335	15704546335_10156395534196336	https://www.facebook.com/FoxNews/videos/10156395534196336/	"President Donald J. Trump delivers remarks at the opening of the Mississippi Civil Rights Museum."	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/24518707_10156395634701336_471088763397734400_n.jpg?_nc_cat=104&_nc_ht=scontent.xx&oh=bc5e34d220f0aa185d8a753d85fbe00c&oe=5CF86F02	https://scontent.xx.fbcdn.net/v/t15.5256-10/24518707_10156395634701336_471088763397734400_n.jpg?_nc_cat=104&_nc_ht=scontent.xx&oh=e8411b2c09b37f888426fe6e18735771&oe=5CB98C44	https://www.facebook.com/FoxNews/videos/10156395534196336/	facebook.com	2017-12-09T17:04:29+0000	1512839069	"2017-12-09 18:04:29"	7036	4962	10307	1209	16478	2840	83	31	23	294	0
video	post_page_15704546335	15704546335_10156394617256336	https://www.facebook.com/FoxNews/videos/10156394617256336/	"Air Force One departs Palm Beach International en route to Jackson  MS."	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/24280367_10156394862996336_6957616379776204800_n.jpg?_nc_cat=101&_nc_ht=scontent.xx&oh=76ee0b98e4e3b4b1b4f1fb574a750465&oe=5CBF4006	https://scontent.xx.fbcdn.net/v/t15.5256-10/24280367_10156394862996336_6957616379776204800_n.jpg?_nc_cat=101&_nc_ht=scontent.xx&oh=d75eab122f7a1faea0c32c5091d3f4de&oe=5CB9B34D	https://www.facebook.com/FoxNews/videos/10156394617256336/	facebook.com	2017-12-09T14:08:45+0000	1512828525	"2017-12-09 15:08:45"	8341	4817	11237	803	16857	2560	52	62	18	204	0
video	post_page_15704546335	15704546335_10156392132036336	https://www.facebook.com/FoxNews/videos/10156392132036336/	"President Donald J. Trump arrives in Pensacola  Florida for a rally."	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/24508123_10156392201086336_8012553526989291520_n.jpg?_nc_cat=106&_nc_ht=scontent.xx&oh=cdccc8944f69581e9caa0b6347fec114&oe=5CEEDECB	https://scontent.xx.fbcdn.net/v/t15.5256-10/24508123_10156392201086336_8012553526989291520_n.jpg?_nc_cat=106&_nc_ht=scontent.xx&oh=f3c0701bd4c336d741ab21c61ebd2379&oe=5CF6CA80	https://www.facebook.com/FoxNews/videos/10156392132036336/	facebook.com	2017-12-09T00:25:17+0000	1512779117	"2017-12-09 01:25:17"	8967	5542	13278	1267	20087	3822	100	50	26	313	0
video	post_page_15704546335	15704546335_10156391441146336	https://www.facebook.com/FoxNews/videos/10156391441146336/	" The most important part is to spend time with the family.    First Lady Melania Trump answers questions from patients at Children s National Medical Center in Washington  D.C.  about the holidays and what they mean to her."	https://scontent.xx.fbcdn.net/v/t15.5256-10/p130x130/24517936_10156391467766336_8148469141460746240_n.jpg?_nc_cat=110&_nc_ht=scontent.xx&oh=5bf287a2f9d140defb933427cacb03f0&oe=5CBFCEBD	https://scontent.xx.fbcdn.net/v/t15.5256-10/24517936_10156391467766336_8148469141460746240_n.jpg?_nc_cat=110&_nc_ht=scontent.xx&oh=40ac5130a90f075b6802432a6c75530d&oe=5CBA48B7	https://www.facebook.com/FoxNews/videos/10156391441146336/	facebook.com	2017-12-08T22:25:54+0000	1512771954	"2017-12-08 23:25:54"	36112	5135	44670	5077	54882	7771	589	69	23	106	0
video	post_page_15704546335	15704546335_10156390193871336	https://www.facebook.com/FoxNews/videos/10156390193871336/	"It s a Christmas miracle...Thanks to doctors  who used special operating gloves and magical medical glitter  Sam is back to reporting Christmas wishes for Santa! (CC: The Elf on the Shelf; Arnold Palmer Hospital for Children)"	https://scontent.xx.fbcdn.net/v/t15.5256-10/p130x130/24507293_10156390265561336_2563569784599871488_n.jpg?_nc_cat=111&_nc_ht=scontent.xx&oh=5e5fdf09f7671ac9474f4efdd9955cd3&oe=5CF3C018	https://scontent.xx.fbcdn.net/v/t15.5256-10/24507293_10156390265561336_2563569784599871488_n.jpg?_nc_cat=111&_nc_ht=scontent.xx&oh=7e894c18b28d721ce678544856363801&oe=5CEF5912	https://www.facebook.com/FoxNews/videos/10156390193871336/	facebook.com	2017-12-08T18:10:21+0000	1512756621	"2017-12-08 19:10:21"	8455	2758	14849	7475	25082	2318	3933	97	24	22	0
video	post_page_15704546335	15704546335_10156389839666336	https://www.facebook.com/FoxNews/videos/10156389839666336/	"WATCH: United Nation Security Council holds an emergency session on President Donald J. Trump s decision to recognize Jerusalem as Israel s capital."	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/24509649_10156389882116336_5637916072385445888_n.jpg?_nc_cat=110&_nc_ht=scontent.xx&oh=24d4a4b8f94f6450a2cbb0ef7dcdb126&oe=5CBDE545	https://scontent.xx.fbcdn.net/v/t15.5256-10/24509649_10156389882116336_5637916072385445888_n.jpg?_nc_cat=110&_nc_ht=scontent.xx&oh=bbc9f1152b226eb5cc20ca30b5521428&oe=5CECA80E	https://www.facebook.com/FoxNews/videos/10156389839666336/	facebook.com	2017-12-08T17:18:09+0000	1512753489	"2017-12-08 18:18:09"	4610	7762	7828	1652	17242	747	782	123	68	1498	0
video	post_page_15704546335	15704546335_10156389409516336	https://www.facebook.com/FoxNews/videos/10156389409516336/	"IT S A GIRL! Check out this amazing turbo car gender reveal. http://fxn.ws/2AZFk5H"	https://scontent.xx.fbcdn.net/v/t15.5256-10/p130x130/24280079_10156389418856336_4334222773099429888_n.jpg?_nc_cat=111&_nc_ht=scontent.xx&oh=e6212478d43bde9c842e57deb583ca15&oe=5CFF393A	https://scontent.xx.fbcdn.net/v/t15.5256-10/24280079_10156389418856336_4334222773099429888_n.jpg?_nc_cat=111&_nc_ht=scontent.xx&oh=ee97a6d1f286b8f3fc5ca630412c552c&oe=5CEF7B30	https://www.facebook.com/FoxNews/videos/10156389409516336/	facebook.com	2017-12-08T16:18:43+0000	1512749923	"2017-12-08 17:18:43"	6955	3320	8580	1894	13794	867	561	181	6	10	0
video	post_page_15704546335	15704546335_10156385963706336	https://www.facebook.com/FoxNews/videos/10156385963706336/	"Wind-whipped wildfires continue to blaze across Southern California. The Thomas Fire  which started Monday roughly 60 miles northwest of downtown Los Angeles  is by far the worst -- now scorching 96 000 acres  destroying 150 structures and threatening at least 15 000 more. It’s also forced at least 50 000 people to evacuate. http://fxn.ws/2iEYRhe  (KTTV)"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/24551922_10156386017631336_6007264069927567360_n.jpg?_nc_cat=104&_nc_ht=scontent.xx&oh=1001a423d29b625bdeb47a39ae292971&oe=5CBBC6EE	https://scontent.xx.fbcdn.net/v/t15.5256-10/24551922_10156386017631336_6007264069927567360_n.jpg?_nc_cat=104&_nc_ht=scontent.xx&oh=0dc5cc3994c25a14a2746365086a3ede&oe=5CF869A5	https://www.facebook.com/FoxNews/videos/10156385963706336/	facebook.com	2017-12-08T00:12:54+0000	1512691974	"2017-12-08 01:12:54"	1688	3748	7505	1790	13043	172	126	1055	4382	82	0
video	post_page_15704546335	15704546335_10156385478486336	https://www.facebook.com/FoxNews/videos/10156385478486336/	"New Mexico State Police are holding a press conference hours after two students were killed in a school shooting. http://fxn.ws/2kylwQs"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/24196845_10156385491776336_85021596338618368_n.jpg?_nc_cat=101&_nc_ht=scontent.xx&oh=9fa52944c501e433c923e490f0ae85e4&oe=5CC1D976	https://scontent.xx.fbcdn.net/v/t15.5256-10/24196845_10156385491776336_85021596338618368_n.jpg?_nc_cat=101&_nc_ht=scontent.xx&oh=a4af06c78690566b31cbbf271ee61a0e&oe=5CF96D84	https://www.facebook.com/FoxNews/videos/10156385478486336/	facebook.com	2017-12-07T22:08:26+0000	1512684506	"2017-12-07 23:08:26"	923	1934	3725	764	6423	204	26	108	2262	202	0
video	post_page_15704546335	15704546335_10156383313906336	https://www.facebook.com/FoxNews/videos/10156383313906336/	"The Friends of the National World War II Memorial and the National Park Service hold an event to remember and honor all those who died in the December 7  1941 attack on Pearl Harbor."	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/24196075_10156383914566336_7267737319472365568_n.jpg?_nc_cat=111&_nc_ht=scontent.xx&oh=fdcbf0edb8a4bd97946bce195e97305f&oe=5CF05B10	https://scontent.xx.fbcdn.net/v/t15.5256-10/24196075_10156383914566336_7267737319472365568_n.jpg?_nc_cat=111&_nc_ht=scontent.xx&oh=b455c4d488d0ca34f2ffc36b8c6cc804&oe=5CBC275B	https://www.facebook.com/FoxNews/videos/10156383313906336/	facebook.com	2017-12-07T17:32:39+0000	1512667959	"2017-12-07 18:32:39"	11891	1566	15865	3525	20956	2991	18	27	931	7	0
